Provider ID	Hospital Name	Address	City	State	ZIP Code	Hospital Type	Hospital Ownership	Hospital overall rating	Mortality national comparison	Safety of care national comparison	Readmission national comparison	Effectiveness of care national comparison
100150	LOWER KEYS MEDICAL CENTER	5900 COLLEGE ROAD	KEY WEST	FL	33040	Acute Care Hospitals	Proprietary	1	Same as the national average	Below the national average	Below the national average	Same as the national average
100151	MAYO CLINIC	4500 SAN PABLO RD	JACKSONVILLE	FL	32224	Acute Care Hospitals	Voluntary non-profit - Private	4	Above the national average	Above the national average	Below the national average	Same as the national average
100154	SOUTH MIAMI HOSPITAL	6200 SW 73RD ST	SOUTH MIAMI	FL	33143	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
100156	LAKE CITY MEDICAL CENTER	340 NW COMMERCE DR	LAKE CITY	FL	32055	Acute Care Hospitals	Voluntary non-profit - Private	3	Above the national average	Same as the national average	Below the national average	Same as the national average
100157	LAKELAND REGIONAL MEDICAL CENTER	1324 LAKELAND HILLS BLVD	LAKELAND	FL	33805	Acute Care Hospitals	Voluntary non-profit - Private	2	Below the national average	Above the national average	Below the national average	Above the national average
100161	CENTRAL FLORIDA REGIONAL HOSPITAL	1401 W SEMINOLE BLVD	SANFORD	FL	32771	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100166	DOCTORS HOSPITAL OF SARASOTA	5731 BEE RIDGE RD	SARASOTA	FL	34233	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100167	PLANTATION GENERAL HOSPITAL	401 NW 42ND AVE	PLANTATION	FL	33317	Acute Care Hospitals	Proprietary	3	Above the national average	Above the national average	Below the national average	Same as the national average
100168	BOCA RATON REGIONAL HOSPITAL	800 MEADOWS RD	BOCA RATON	FL	33486	Acute Care Hospitals	Voluntary non-profit - Private	2	Same as the national average	Below the national average	Same as the national average	Same as the national average
100173	FLORIDA HOSPITAL TAMPA	3100 E FLETCHER AVE	TAMPA	FL	33613	Acute Care Hospitals	Voluntary non-profit - Private	2	Below the national average	Below the national average	Below the national average	Same as the national average
100175	DESOTO MEMORIAL HOSPITAL	900 N ROBERT AVE	ARCADIA	FL	34265	Acute Care Hospitals	Voluntary non-profit - Private	3	Same as the national average	Not Available	Same as the national average	Same as the national average
100176	PALM BEACH GARDENS MEDICAL CENTER	3360 BURNS RD	PALM BEACH GARDENS	FL	33410	Acute Care Hospitals	Proprietary	3	Above the national average	Same as the national average	Below the national average	Same as the national average
100177	CAPE CANAVERAL HOSPITAL	701 W COCOA BEACH CAUSEWAY	COCOA BEACH	FL	32932	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Same as the national average	Same as the national average
100179	MEMORIAL HOSPITAL JACKSONVILLE	3625 UNIVERSITY BLVD S	JACKSONVILLE	FL	32216	Acute Care Hospitals	Proprietary	3	Above the national average	Above the national average	Below the national average	Same as the national average
100180	ST PETERSBURG GENERAL HOSPITAL	6500 38TH AVE N	SAINT PETERSBURG	FL	33710	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Below the national average	Same as the national average
100181	LARKIN COMMUNITY HOSPITAL	7031 SW 62ND AVE	SOUTH MIAMI	FL	33143	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100183	CORAL GABLES HOSPITAL	3100 DOUGLAS RD	CORAL GABLES	FL	33134	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100187	PALMETTO GENERAL HOSPITAL	2001 W 68TH ST	HIALEAH	FL	33016	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
100189	NORTHWEST MEDICAL CENTER	2801 N STATE RD 7	MARGATE	FL	33063	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100191	MEDICAL CENTER OF TRINITY	"9330 SR 54, STE 401"	TRINITY	FL	34655	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100200	BROWARD HEALTH IMPERIAL POINT	6401 N FEDERAL HWY	FORT LAUDERDALE	FL	33308	Acute Care Hospitals	Government - Hospital District or Authority	3	Same as the national average	Same as the national average	Same as the national average	Same as the national average
100204	NORTH FLORIDA REGIONAL MEDICAL CENTER	6500 NEWBERRY RD	GAINESVILLE	FL	32605	Acute Care Hospitals	Proprietary	3	Above the national average	Above the national average	Below the national average	Same as the national average
100206	MEMORIAL HOSPITAL OF TAMPA	2901 W SWANN AVE	TAMPA	FL	33609	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Below the national average	Same as the national average
100209	KENDALL REGIONAL MEDICAL CENTER	11750 BIRD RD	MIAMI	FL	33175	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100211	BAYFRONT HEALTH DADE CITY	13100 FT KING RD	DADE CITY	FL	33525	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Same as the national average	Same as the national average
100212	OCALA REGIONAL MEDICAL CENTER	1431 SW 1ST AVE	OCALA	FL	34478	Acute Care Hospitals	Proprietary	2	Below the national average	Above the national average	Same as the national average	Same as the national average
100213	BLAKE MEDICAL CENTER	2020 59TH ST W	BRADENTON	FL	34209	Acute Care Hospitals	Proprietary	2	Below the national average	Above the national average	Below the national average	Same as the national average
100217	SEBASTIAN RIVER MEDICAL CENTER	13695 US HWY 1	SEBASTIAN	FL	32978	Acute Care Hospitals	Proprietary	3	Same as the national average	Same as the national average	Same as the national average	Above the national average
100220	GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM	13681 DOCTORS WAY	FORT MYERS	FL	33912	Acute Care Hospitals	Government - Hospital District or Authority	2	Same as the national average	Below the national average	Below the national average	Same as the national average
100223	FORT WALTON BEACH MEDICAL CENTER	1000 MAR-WALT DR	FORT WALTON BEACH	FL	32547	Acute Care Hospitals	Proprietary	3	Below the national average	Above the national average	Above the national average	Same as the national average
100224	UNIVERSITY HOSPITAL AND MEDICAL CENTER	7201 N UNIVERSITY DR	TAMARAC	FL	33321	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100226	ORANGE PARK MEDICAL CENTER	2001 KINGSLEY AVE	ORANGE PARK	FL	32073	Acute Care Hospitals	Voluntary non-profit - Other	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100228	WESTSIDE REGIONAL MEDICAL CENTER	8201 W BROWARD BLVD	PLANTATION	FL	33324	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Below the national average	Same as the national average
100230	MEMORIAL HOSPITAL PEMBROKE	7800 SHERIDAN ST	PEMBROKE PINES	FL	33024	Acute Care Hospitals	Government - Hospital District or Authority	4	Same as the national average	Same as the national average	Same as the national average	Same as the national average
100231	WEST FLORIDA HOSPITAL	8383 N DAVIS HWY	PENSACOLA	FL	32514	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100232	PUTNAM COMMUNITY MEDICAL CENTER	611 ZEAGLER DR	PALATKA	FL	32177	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Same as the national average	Same as the national average
100236	FAWCETT MEMORIAL HOSPITAL	21298 OLEAN BLVD	PORT CHARLOTTE	FL	33952	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Same as the national average	Same as the national average
100238	NORTHSIDE HOSPITAL	6000 49TH ST N	SAINT PETERSBURG	FL	33709	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100240	ANNE BATES LEACH EYE HOSPITAL	900 NW 17TH ST	MIAMI	FL	33136	Acute Care Hospitals	Voluntary non-profit - Private	Not Available	Not Available	Not Available	Not Available	Same as the national average
100242	GULF COAST REGIONAL MEDICAL CENTER	449 W 23RD ST	PANAMA CITY	FL	32405	Acute Care Hospitals	Proprietary	3	Same as the national average	Above the national average	Below the national average	Same as the national average
100243	BRANDON REGIONAL HOSPITAL	119 OAKFIELD DR	BRANDON	FL	33511	Acute Care Hospitals	Proprietary	3	Above the national average	Above the national average	Below the national average	Same as the national average
100244	CAPE CORAL HOSPITAL	636 DEL PRADO BLVD	CAPE CORAL	FL	33990	Acute Care Hospitals	Government - Hospital District or Authority	2	Same as the national average	Below the national average	Below the national average	Same as the national average
100246	LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE	1700 S 23RD ST	FORT PIERCE	FL	34950	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100248	LARGO MEDICAL CENTER	201 14TH ST SW	LARGO	FL	33770	Acute Care Hospitals	Proprietary	2	Below the national average	Same as the national average	Below the national average	Same as the national average
100249	SEVEN RIVERS REGIONAL MEDICAL CENTER	6201 N SUNCOAST BLVD	CRYSTAL RIVER	FL	34428	Acute Care Hospitals	Proprietary	2	Below the national average	Below the national average	Above the national average	Same as the national average
100252	RAULERSON HOSPITAL	1796 HWY 441 NORTH	OKEECHOBEE	FL	34972	Acute Care Hospitals	Proprietary	3	Above the national average	Same as the national average	Below the national average	Same as the national average
100253	JUPITER MEDICAL CENTER	1210 S OLD DIXIE HWY	JUPITER	FL	33458	Acute Care Hospitals	Voluntary non-profit - Private	4	Above the national average	Above the national average	Above the national average	Same as the national average
100254	CAPITAL REGIONAL MEDICAL CENTER	2626 CAPITAL MEDICAL BLVD	TALLAHASSEE	FL	32308	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Below the national average	Same as the national average
100255	TAMPA COMMUNITY HOSPITAL	6001 WEBB RD	TAMPA	FL	33615	Acute Care Hospitals	Proprietary	2	Same as the national average	Same as the national average	Below the national average	Same as the national average
100256	REGIONAL MEDICAL CENTER BAYONET POINT	14000 FIVAY RD	HUDSON	FL	34667	Acute Care Hospitals	Proprietary	2	Below the national average	Above the national average	Below the national average	Same as the national average
100258	DELRAY MEDICAL CENTER	5352 LINTON BLVD	DELRAY BEACH	FL	33484	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100259	SOUTH BAY HOSPITAL	4016 SUN CITY CENTER BLVD	SUN CITY CENTER	FL	33573	Acute Care Hospitals	Proprietary	1	Same as the national average	Below the national average	Below the national average	Same as the national average
100260	ST LUCIE MEDICAL CENTER	1800 SE TIFFANY AVE	PORT SAINT LUCIE	FL	34952	Acute Care Hospitals	Proprietary	2	Below the national average	Above the national average	Below the national average	Same as the national average
100264	OAK HILL HOSPITAL	11375 CORTEZ BLVD	BROOKSVILLE	FL	34613	Acute Care Hospitals	Voluntary non-profit - Other	3	Below the national average	Above the national average	Below the national average	Same as the national average
100265	MEASE COUNTRYSIDE HOSPITAL	3231 MCMULLEN BOOTH RD	SAFETY HARBOR	FL	34695	Acute Care Hospitals	Voluntary non-profit - Private	4	Same as the national average	Above the national average	Above the national average	Same as the national average
100266	GULF BREEZE HOSPITAL	1110 GULF BREEZE PKWY	GULF BREEZE	FL	32561	Acute Care Hospitals	Voluntary non-profit - Other	4	Above the national average	Same as the national average	Same as the national average	Same as the national average
100267	ENGLEWOOD COMMUNITY HOSPITAL	700 MEDICAL BLVD	ENGLEWOOD	FL	34223	Acute Care Hospitals	Proprietary	4	Above the national average	Above the national average	Same as the national average	Same as the national average
100268	WEST BOCA MEDICAL CENTER	21644 STATE RD 7	BOCA RATON	FL	33428	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100269	PALMS WEST HOSPITAL	13001 SOUTHERN BLVD	LOXAHATCHEE	FL	33470	Acute Care Hospitals	Proprietary	2	Same as the national average	Above the national average	Below the national average	Same as the national average
100275	WELLINGTON REGIONAL MEDICAL CENTER LLC	10101 FOREST HILL BLVD	WELLINGTON	FL	33414	Acute Care Hospitals	Proprietary	2	Same as the national average	Below the national average	Below the national average	Same as the national average
